refund_id,order_id,promo_name,product_name,order_time,refund_time,original_quantity,refund_quantity,avg_actual_unit_price,refund_amount,refund_reason
TK202301130718000850,20230113065830724007,年货节,唇釉,2023-01-13 06:58:30.902261,2023-01-13 07:18:00.635317,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301130721300851,20230113072017562195,年货节,唇釉,2023-01-13 07:20:17.585887,2023-01-13 07:21:30.919879,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301130733410852,20230113055952912431,年货节,唇釉,2023-01-13 05:59:52.044917,2023-01-13 07:33:41.249155,2,1,82.5,82.5,地址/收件信息需修改
TK202301130748510853,20230113074615968519,年货节,唇釉,2023-01-13 07:46:15.831914,2023-01-13 07:48:51.231444,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301130803220854,20230113080046253288,年货节,唇釉,2023-01-13 08:00:46.894295,2023-01-13 08:03:22.502090,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301130813520855,20230113065747951641,年货节,唇釉,2023-01-13 06:57:47.889568,2023-01-13 08:13:52.313994,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301130816210856,20230112233547233207,年货节,唇釉,2023-01-12 23:35:47.252754,2023-01-13 08:16:21.773501,3,2,80.0,160.0,价格/优惠规则看不懂
TK202301130817270857,20230112061456118559,年货节,唇釉,2023-01-12 06:14:56.370932,2023-01-13 08:17:27.045423,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301130819370858,20230112172646440941,年货节,唇釉,2023-01-12 17:26:46.637027,2023-01-13 08:19:37.305877,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301130845450859,20230113084137108632,年货节,唇釉,2023-01-13 08:41:37.258885,2023-01-13 08:45:45.320473,2,2,82.5,165.0,地址/收件信息需修改
TK202301130854080860,20230113085259221369,年货节,唇釉,2023-01-13 08:52:59.346923,2023-01-13 08:54:08.194658,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301130854510861,20230113081423326485,年货节,唇釉,2023-01-13 08:14:23.224748,2023-01-13 08:54:51.619935,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301130900400862,20230113013501852188,年货节,唇釉,2023-01-13 01:35:01.280402,2023-01-13 09:00:40.112815,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301130901430863,20230113081350928999,年货节,唇釉,2023-01-13 08:13:50.608367,2023-01-13 09:01:43.868288,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301130910520864,20230113090746816624,年货节,唇釉,2023-01-13 09:07:46.293637,2023-01-13 09:10:52.630779,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301130933440865,20230113092937803099,年货节,唇釉,2023-01-13 09:29:37.637742,2023-01-13 09:33:44.291779,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301130935200866,20230113093115101675,年货节,唇釉,2023-01-13 09:31:15.669504,2023-01-13 09:35:20.857107,2,2,82.5,165.0,其他
TK202301130943280867,20230113022900228703,年货节,唇釉,2023-01-13 02:29:00.912317,2023-01-13 09:43:28.634704,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301130951430868,20230113081108814097,年货节,唇釉,2023-01-13 08:11:08.569833,2023-01-13 09:51:43.981330,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301131011540869,20230113100700928705,年货节,唇釉,2023-01-13 10:07:00.210875,2023-01-13 10:11:54.835125,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131038410870,20230113093828456033,年货节,唇釉,2023-01-13 09:38:28.635539,2023-01-13 10:38:41.927498,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301131041260871,20230113103633745123,年货节,唇釉,2023-01-13 10:36:33.158446,2023-01-13 10:41:26.813698,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131048530872,20230113104443354147,年货节,唇釉,2023-01-13 10:44:43.364370,2023-01-13 10:48:53.011022,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131125010873,20230113112056294391,年货节,唇釉,2023-01-13 11:20:56.267431,2023-01-13 11:25:01.242395,2,1,82.5,82.5,地址/收件信息需修改
TK202301131152190874,20230112040234955491,年货节,唇釉,2023-01-12 04:02:34.981613,2023-01-13 11:52:19.003386,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301131215560875,20230113121150759865,年货节,唇釉,2023-01-13 12:11:50.003116,2023-01-13 12:15:56.468456,2,1,82.5,82.5,忘记使用优惠/凑单重拍
TK202301131218340876,20230113052904615508,年货节,唇釉,2023-01-13 05:29:04.301137,2023-01-13 12:18:34.017316,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301131228260877,20230112085429340080,年货节,唇釉,2023-01-12 08:54:29.775382,2023-01-13 12:28:26.131823,2,2,82.5,165.0,地址/收件信息需修改
TK202301131235040878,20230113115035318106,年货节,唇釉,2023-01-13 11:50:35.405246,2023-01-13 12:35:04.772260,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131237150879,20230113043241793291,年货节,唇釉,2023-01-13 04:32:41.977378,2023-01-13 12:37:15.011527,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301131246250880,20230113124450637957,年货节,唇釉,2023-01-13 12:44:50.805827,2023-01-13 12:46:25.833950,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131254400881,20230113125318511063,年货节,唇釉,2023-01-13 12:53:18.511008,2023-01-13 12:54:40.432971,2,2,82.5,165.0,地址/收件信息需修改
TK202301131328300882,20230113132712325661,年货节,唇釉,2023-01-13 13:27:12.330060,2023-01-13 13:28:30.142713,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301131328420883,20230113132625317725,年货节,唇釉,2023-01-13 13:26:25.440022,2023-01-13 13:28:42.878283,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301131329530884,20230113131753150077,年货节,唇釉,2023-01-13 13:17:53.659845,2023-01-13 13:29:53.347566,5,5,92.0,460.0,价格/优惠规则看不懂
TK202301131332000885,20230113124638395840,年货节,唇釉,2023-01-13 12:46:38.376370,2023-01-13 13:32:00.155197,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301131337580886,20230113133653505003,年货节,唇釉,2023-01-13 13:36:53.083861,2023-01-13 13:37:58.056625,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301131347150887,20230113111551255971,年货节,唇釉,2023-01-13 11:15:51.650153,2023-01-13 13:47:15.408969,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131349460888,20230113112759358387,年货节,唇釉,2023-01-13 11:27:59.390021,2023-01-13 13:49:46.921221,3,2,80.0,160.0,忘记使用优惠/凑单重拍
TK202301131358020889,20230113133520405742,年货节,唇釉,2023-01-13 13:35:20.099330,2023-01-13 13:58:02.587908,2,1,82.5,82.5,价格/优惠规则看不懂
TK202301131409180890,20230113134615914619,年货节,唇釉,2023-01-13 13:46:15.255825,2023-01-13 14:09:18.333043,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131410050891,20230113140559987635,年货节,唇釉,2023-01-13 14:05:59.339025,2023-01-13 14:10:05.558340,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131433220892,20230113120628229653,年货节,唇釉,2023-01-13 12:06:28.799035,2023-01-13 14:33:22.896001,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301131442020893,20230113143814532852,年货节,唇釉,2023-01-13 14:38:14.513137,2023-01-13 14:42:02.361225,2,1,82.5,82.5,价格/优惠规则看不懂
TK202301131443230894,20230112191900910769,年货节,唇釉,2023-01-12 19:19:00.108462,2023-01-13 14:43:23.940364,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301131453280895,20230113145103572023,年货节,唇釉,2023-01-13 14:51:03.447147,2023-01-13 14:53:28.006269,3,3,80.0,240.0,拍错/改变主意/重复下单
TK202301131459230896,20230113145538920410,年货节,唇釉,2023-01-13 14:55:38.053538,2023-01-13 14:59:23.636262,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301131530300897,20230113150339949361,年货节,唇釉,2023-01-13 15:03:39.642865,2023-01-13 15:30:30.535394,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301131539470898,20230113153853475315,年货节,唇釉,2023-01-13 15:38:53.729274,2023-01-13 15:39:47.812101,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131543140899,20230113153931794341,年货节,唇釉,2023-01-13 15:39:31.910052,2023-01-13 15:43:14.188514,4,1,87.5,87.5,拍错/改变主意/重复下单
TK202301131618160900,20230113152507456636,年货节,唇釉,2023-01-13 15:25:07.637073,2023-01-13 16:18:16.124324,2,1,82.5,82.5,地址/收件信息需修改
TK202301131618380901,20230113113336605323,年货节,唇釉,2023-01-13 11:33:36.441868,2023-01-13 16:18:38.470805,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301131626410902,20230113153839391270,年货节,唇釉,2023-01-13 15:38:39.758728,2023-01-13 16:26:41.043732,1,1,90.0,90.0,地址/收件信息需修改
TK202301131627420903,20230113135959521187,年货节,唇釉,2023-01-13 13:59:59.474538,2023-01-13 16:27:42.781252,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301131632110904,20230113162937703462,年货节,唇釉,2023-01-13 16:29:37.241769,2023-01-13 16:32:11.674369,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301131645020905,20230113162923558052,年货节,唇釉,2023-01-13 16:29:23.373333,2023-01-13 16:45:02.380555,2,2,82.5,165.0,地址/收件信息需修改
TK202301131715460906,20230113171120370303,年货节,唇釉,2023-01-13 17:11:20.028213,2023-01-13 17:15:46.364925,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301131720090907,20230113111427198944,年货节,唇釉,2023-01-13 11:14:27.394298,2023-01-13 17:20:09.366685,2,1,82.5,82.5,地址/收件信息需修改
TK202301131725550908,20230113144352420211,年货节,唇釉,2023-01-13 14:43:52.207448,2023-01-13 17:25:55.768948,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301131729170909,20230113172626484890,年货节,唇釉,2023-01-13 17:26:26.410360,2023-01-13 17:29:17.897247,4,1,87.5,87.5,拍错/改变主意/重复下单
TK202301131730420910,20230113170147493277,年货节,唇釉,2023-01-13 17:01:47.937167,2023-01-13 17:30:42.039693,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131737360911,20230113173439397290,年货节,唇釉,2023-01-13 17:34:39.112657,2023-01-13 17:37:36.608538,2,1,82.5,82.5,地址/收件信息需修改
TK202301131739410912,20230113173759231796,年货节,唇釉,2023-01-13 17:37:59.057118,2023-01-13 17:39:41.791355,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301131742540913,20230113174100103450,年货节,唇釉,2023-01-13 17:41:00.048963,2023-01-13 17:42:54.405064,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301131747070914,20230113172020904895,年货节,唇釉,2023-01-13 17:20:20.612499,2023-01-13 17:47:07.467363,2,2,82.5,165.0,地址/收件信息需修改
TK202301131753370915,20230113061056579408,年货节,唇釉,2023-01-13 06:10:56.203948,2023-01-13 17:53:37.747783,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301131758270916,20230113171609347797,年货节,唇釉,2023-01-13 17:16:09.512540,2023-01-13 17:58:27.600721,2,2,82.5,165.0,地址/收件信息需修改
TK202301131802230917,20230113171120848076,年货节,唇釉,2023-01-13 17:11:20.360400,2023-01-13 18:02:23.449468,5,1,92.0,92.0,地址/收件信息需修改
TK202301131807530918,20230113180620970714,年货节,唇釉,2023-01-13 18:06:20.462833,2023-01-13 18:07:53.448012,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301131829090919,20230113182839342275,年货节,唇釉,2023-01-13 18:28:39.319961,2023-01-13 18:29:09.608804,1,1,90.0,90.0,地址/收件信息需修改
TK202301131844150920,20230113184338387166,年货节,唇釉,2023-01-13 18:43:38.947577,2023-01-13 18:44:15.763511,1,1,90.0,90.0,地址/收件信息需修改
TK202301131905340921,20230113141659227466,年货节,唇釉,2023-01-13 14:16:59.768637,2023-01-13 19:05:34.111666,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301131913240922,20230113161517166207,年货节,唇釉,2023-01-13 16:15:17.381075,2023-01-13 19:13:24.645898,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301131916130923,20230113190632153030,年货节,唇釉,2023-01-13 19:06:32.772782,2023-01-13 19:16:13.649572,2,2,82.5,165.0,价格/优惠规则看不懂
TK202301131939250924,20230113164340526568,年货节,唇釉,2023-01-13 16:43:40.817625,2023-01-13 19:39:25.389887,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301131945330925,20230113161833286013,年货节,唇釉,2023-01-13 16:18:33.296960,2023-01-13 19:45:33.041938,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301131953120926,20230113032433662333,年货节,唇釉,2023-01-13 03:24:33.229635,2023-01-13 19:53:12.272951,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301132027550927,20230113195605267955,年货节,唇釉,2023-01-13 19:56:05.806965,2023-01-13 20:27:55.342362,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301132033330928,20230113131437793073,年货节,唇釉,2023-01-13 13:14:37.463398,2023-01-13 20:33:33.867693,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301132052420929,20230113205047231058,年货节,唇釉,2023-01-13 20:50:47.224234,2023-01-13 20:52:42.403334,2,2,82.5,165.0,地址/收件信息需修改
TK202301132057270930,20230113114151251168,年货节,唇釉,2023-01-13 11:41:51.624664,2023-01-13 20:57:27.033654,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301132113390931,20230113030457575140,年货节,唇釉,2023-01-13 03:04:57.003524,2023-01-13 21:13:39.308904,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301132132460932,20230113213220320600,年货节,唇釉,2023-01-13 21:32:20.792878,2023-01-13 21:32:46.423130,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301132133100933,20230113190416810187,年货节,唇釉,2023-01-13 19:04:16.689117,2023-01-13 21:33:10.215050,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301132137380934,20230113210819546039,年货节,唇釉,2023-01-13 21:08:19.341885,2023-01-13 21:37:38.284653,2,2,82.5,165.0,价格/优惠规则看不懂
TK202301132149270935,20230112095719234710,年货节,唇釉,2023-01-12 09:57:19.760436,2023-01-13 21:49:27.632863,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301132221330936,20230113221914949467,年货节,唇釉,2023-01-13 22:19:14.661741,2023-01-13 22:21:33.034288,8,2,98.75,197.5,拍错/改变主意/重复下单
TK202301132234320937,20230113174806686892,年货节,唇釉,2023-01-13 17:48:06.690419,2023-01-13 22:34:32.801317,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301132236280938,20230113170335428637,年货节,唇釉,2023-01-13 17:03:35.670650,2023-01-13 22:36:28.759179,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301132239020939,20230113204459222395,年货节,唇釉,2023-01-13 20:44:59.510935,2023-01-13 22:39:02.875828,2,1,82.5,82.5,地址/收件信息需修改
TK202301132246400940,20230113224515583727,年货节,唇釉,2023-01-13 22:45:15.810054,2023-01-13 22:46:40.204554,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301132246520941,20230113224434947407,年货节,唇釉,2023-01-13 22:44:34.787233,2023-01-13 22:46:52.601001,1,1,90.0,90.0,地址/收件信息需修改
TK202301132300200942,20230113092134693973,年货节,唇釉,2023-01-13 09:21:34.092941,2023-01-13 23:00:20.530551,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301132311440943,20230112193841130936,年货节,唇釉,2023-01-12 19:38:41.647099,2023-01-13 23:11:44.171343,1,1,90.0,90.0,地址/收件信息需修改
TK202301140019180944,20230114001538470128,年货节,唇釉,2023-01-14 00:15:38.347347,2023-01-14 00:19:18.074889,2,1,82.5,82.5,忘记使用优惠/凑单重拍
TK202301140027290945,20230114000624106596,年货节,唇釉,2023-01-14 00:06:24.690659,2023-01-14 00:27:29.062639,2,2,82.5,165.0,价格/优惠规则看不懂
TK202301140030090946,20230114002706551773,年货节,唇釉,2023-01-14 00:27:06.254916,2023-01-14 00:30:09.067496,2,2,82.5,165.0,地址/收件信息需修改
TK202301140039590947,20230113014258148729,年货节,唇釉,2023-01-13 01:42:58.103747,2023-01-14 00:39:59.612556,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140055100948,20230114000013406536,年货节,唇釉,2023-01-14 00:00:13.620507,2023-01-14 00:55:10.641416,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140111080949,20230113235731834538,年货节,唇釉,2023-01-13 23:57:31.030468,2023-01-14 01:11:08.167734,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301140113100950,20230112051406189074,年货节,唇釉,2023-01-12 05:14:06.815245,2023-01-14 01:13:10.216732,2,2,82.5,165.0,地址/收件信息需修改
TK202301140126010951,20230114010606688924,年货节,唇釉,2023-01-14 01:06:06.173389,2023-01-14 01:26:01.903592,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301140127050952,20230114012209662854,年货节,唇釉,2023-01-14 01:22:09.755313,2023-01-14 01:27:05.682242,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301140127210953,20230114004205617527,年货节,唇釉,2023-01-14 00:42:05.355629,2023-01-14 01:27:21.680164,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140131540954,20230114010827159868,年货节,唇釉,2023-01-14 01:08:27.966534,2023-01-14 01:31:54.870672,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140133140955,20230114013018749150,年货节,唇釉,2023-01-14 01:30:18.207278,2023-01-14 01:33:14.258223,3,3,80.0,240.0,拍错/改变主意/重复下单
TK202301140139340956,20230114013919292527,年货节,唇釉,2023-01-14 01:39:19.869377,2023-01-14 01:39:34.932463,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301140141540957,20230114003310473921,年货节,唇釉,2023-01-14 00:33:10.389400,2023-01-14 01:41:54.984479,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301140159490958,20230113211958149481,年货节,唇釉,2023-01-13 21:19:58.086142,2023-01-14 01:59:49.289634,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301140211080959,20230114020732900625,年货节,唇釉,2023-01-14 02:07:32.018689,2023-01-14 02:11:08.625575,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301140212120960,20230112054316666443,年货节,唇釉,2023-01-12 05:43:16.504583,2023-01-14 02:12:12.444980,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140227180961,20230114022305841380,年货节,唇釉,2023-01-14 02:23:05.881399,2023-01-14 02:27:18.083136,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140234270962,20230114001758787791,年货节,唇釉,2023-01-14 00:17:58.856030,2023-01-14 02:34:27.242048,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140238140963,20230114023541338283,年货节,唇釉,2023-01-14 02:35:41.849176,2023-01-14 02:38:14.997324,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140245230964,20230114024403947601,年货节,唇釉,2023-01-14 02:44:03.878102,2023-01-14 02:45:23.783943,2,1,82.5,82.5,价格/优惠规则看不懂
TK202301140308090965,20230114030349512712,年货节,唇釉,2023-01-14 03:03:49.674360,2023-01-14 03:08:09.516895,2,2,82.5,165.0,价格/优惠规则看不懂
TK202301140318430966,20230113032426557493,年货节,唇釉,2023-01-13 03:24:26.158148,2023-01-14 03:18:43.637146,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301140322000967,20230114002805356558,年货节,唇釉,2023-01-14 00:28:05.527475,2023-01-14 03:22:00.585666,1,1,90.0,90.0,地址/收件信息需修改
TK202301140322260968,20230114024830635630,年货节,唇釉,2023-01-14 02:48:30.723841,2023-01-14 03:22:26.795065,5,1,92.0,92.0,拍错/改变主意/重复下单
TK202301140358280969,20230113145030400083,年货节,唇釉,2023-01-13 14:50:30.687260,2023-01-14 03:58:28.741387,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301140400590970,20230114035944295069,年货节,唇釉,2023-01-14 03:59:44.207444,2023-01-14 04:00:59.810954,1,1,90.0,90.0,地址/收件信息需修改
TK202301140413350971,20230114040841172649,年货节,唇釉,2023-01-14 04:08:41.839020,2023-01-14 04:13:35.691176,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140439350972,20230114043455906433,年货节,唇釉,2023-01-14 04:34:55.449051,2023-01-14 04:39:35.264210,2,1,82.5,82.5,拍错/改变主意/重复下单
TK202301140450370973,20230114044754270491,年货节,唇釉,2023-01-14 04:47:54.294856,2023-01-14 04:50:37.684363,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140453520974,20230114045259333416,年货节,唇釉,2023-01-14 04:52:59.894858,2023-01-14 04:53:52.070095,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140509110975,20230113094340651000,年货节,唇釉,2023-01-13 09:43:40.158935,2023-01-14 05:09:11.967481,1,1,90.0,90.0,价格/优惠规则看不懂
TK202301140512070976,20230114042737834184,年货节,唇釉,2023-01-14 04:27:37.020929,2023-01-14 05:12:07.024741,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301140521170977,20230114035745272011,年货节,唇釉,2023-01-14 03:57:45.268798,2023-01-14 05:21:17.535337,2,2,82.5,165.0,地址/收件信息需修改
TK202301140523150978,20230114052122821078,年货节,唇釉,2023-01-14 05:21:22.760608,2023-01-14 05:23:15.867758,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301140550260979,20230113213431678952,年货节,唇釉,2023-01-13 21:34:31.134223,2023-01-14 05:50:26.387492,2,2,82.5,165.0,地址/收件信息需修改
TK202301140555470980,20230113213029667256,年货节,唇釉,2023-01-13 21:30:29.894918,2023-01-14 05:55:47.055985,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140606540981,20230114060626834446,年货节,唇釉,2023-01-14 06:06:26.275588,2023-01-14 06:06:54.037644,1,1,90.0,90.0,忘记使用优惠/凑单重拍
TK202301140606550982,20230114060204224004,年货节,唇釉,2023-01-14 06:02:04.695161,2023-01-14 06:06:55.317431,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140625440983,20230114002134168168,年货节,唇釉,2023-01-14 00:21:34.418627,2023-01-14 06:25:44.422825,1,1,90.0,90.0,其他
TK202301140640300984,20230113235731176473,年货节,唇釉,2023-01-13 23:57:31.568299,2023-01-14 06:40:30.523612,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140714200985,20230114071106679528,年货节,唇釉,2023-01-14 07:11:06.180522,2023-01-14 07:14:20.113587,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140719200986,20230114071802178677,年货节,唇釉,2023-01-14 07:18:02.975626,2023-01-14 07:19:20.764291,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301140720580987,20230114072021784941,年货节,唇釉,2023-01-14 07:20:21.637800,2023-01-14 07:20:58.563562,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140745180988,20230112225123414770,年货节,唇釉,2023-01-12 22:51:23.556032,2023-01-14 07:45:18.073655,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140747190989,20230114072845323511,年货节,唇釉,2023-01-14 07:28:45.319523,2023-01-14 07:47:19.820188,1,1,90.0,90.0,地址/收件信息需修改
TK202301140755070990,20230114075106243959,年货节,唇釉,2023-01-14 07:51:06.957274,2023-01-14 07:55:07.216965,1,1,90.0,90.0,其他
TK202301140758210991,20230113224501534884,年货节,唇釉,2023-01-13 22:45:01.137014,2023-01-14 07:58:21.281187,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301140803460992,20230114074836303534,年货节,唇釉,2023-01-14 07:48:36.368037,2023-01-14 08:03:46.263097,1,1,90.0,90.0,拍错/改变主意/重复下单
TK202301140808370993,20230114080751441584,年货节,唇釉,2023-01-14 08:07:51.067407,2023-01-14 08:08:37.417806,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301140811530994,20230114080702720742,年货节,唇釉,2023-01-14 08:07:02.715550,2023-01-14 08:11:53.784530,2,2,82.5,165.0,地址/收件信息需修改
TK202301140831480995,20230114082842512639,年货节,唇釉,2023-01-14 08:28:42.381435,2023-01-14 08:31:48.859447,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301140833550996,20230114054120785053,年货节,唇釉,2023-01-14 05:41:20.383455,2023-01-14 08:33:55.467260,2,2,82.5,165.0,忘记使用优惠/凑单重拍
TK202301140907360997,20230114090402315917,年货节,唇釉,2023-01-14 09:04:02.100048,2023-01-14 09:07:36.041353,2,1,82.5,82.5,忘记使用优惠/凑单重拍
TK202301140941390998,20230113123106260447,年货节,唇釉,2023-01-13 12:31:06.354202,2023-01-14 09:41:39.315728,6,2,95.0,190.0,地址/收件信息需修改
TK202301140941390999,20230114065258861834,年货节,唇釉,2023-01-14 06:52:58.784813,2023-01-14 09:41:39.707761,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301140941401000,20230114094121106961,年货节,唇釉,2023-01-14 09:41:21.827617,2023-01-14 09:41:40.386390,2,1,82.5,82.5,地址/收件信息需修改
TK202301140949061001,20230114072741349188,年货节,唇釉,2023-01-14 07:27:41.381282,2023-01-14 09:49:06.964240,1,1,90.0,90.0,其他
TK202301140949361002,20230114094558623758,年货节,唇釉,2023-01-14 09:45:58.558070,2023-01-14 09:49:36.476922,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301141012181003,20230114094927117264,年货节,唇釉,2023-01-14 09:49:27.509206,2023-01-14 10:12:18.133291,2,2,82.5,165.0,地址/收件信息需修改
TK202301141012371004,20230114100749704360,年货节,唇釉,2023-01-14 10:07:49.126188,2023-01-14 10:12:37.336859,3,3,80.0,240.0,地址/收件信息需修改
TK202301141036581005,20230114102310885588,年货节,唇釉,2023-01-14 10:23:10.581304,2023-01-14 10:36:58.796273,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301141037501006,20230112174437352489,年货节,唇釉,2023-01-12 17:44:37.881871,2023-01-14 10:37:50.054437,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301141039521007,20230113152227127379,年货节,唇釉,2023-01-13 15:22:27.308991,2023-01-14 10:39:52.727148,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301141041191008,20230113201524476818,年货节,唇釉,2023-01-13 20:15:24.009244,2023-01-14 10:41:19.478771,2,1,82.5,82.5,价格/优惠规则看不懂
TK202301141056501009,20230114101931928221,年货节,唇釉,2023-01-14 10:19:31.197299,2023-01-14 10:56:50.023901,2,2,82.5,165.0,拍错/改变主意/重复下单
TK202301141112531010,20230114111041542809,年货节,唇釉,2023-01-14 11:10:41.114791,2023-01-14 11:12:53.239257,2,1,82.5,82.5,其他
TK202301141124241011,20230114112210708834,年货节,唇釉,2023-01-14 11:22:10.060874,2023-01-14 11:24:24.916016,1,1,90.0,90.0,优惠券未领到/不满足门槛
TK202301141124451012,20230114051615183580,年货节,唇釉,2023-01-14 05:16:15.010828,2023-01-14 11:24:45.039932,2,1,82.5,82.5,优惠券未领到/不满足门槛
TK202301141127211013,20230113141242446564,年货节,唇釉,2023-01-13 14:12:42.521027,2023-01-14 11:27:21.854717,2,2,82.5,165.0,优惠券未领到/不满足门槛
TK202301141127341014,20230114112329230513,年货节,唇釉,2023-01-14 11:23:29.832340,2023-01-14 11:27:34.659876,7,1,97.14285714285714,97.14,地址/收件信息需修改
TK202301141130021015,20230114003811616575,年货节,唇釉,2023-01-14 00:38:11.885718,2023-01-14 11:30:02.952581,2,2,82.5,165.0,优惠券未领到/不满足门槛
